	pathway	pathwayId	id	name	symbol	chembl_id	mechanism_of_action	action_type
13	Signaling by kinase domain mutants of KIT	R-HSA-9669933	ENSG00000157404	KIT proto-oncogene, receptor tyrosine kinase	KIT	CHEMBL1421	Stem cell growth factor receptor inhibitor	INHIBITOR
14	Dasatinib-resistant KIT mutants	R-HSA-9669914	ENSG00000157404	KIT proto-oncogene, receptor tyrosine kinase	KIT	CHEMBL1421	Stem cell growth factor receptor inhibitor	INHIBITOR
15	Sorafenib-resistant KIT mutants	R-HSA-9669936	ENSG00000157404	KIT proto-oncogene, receptor tyrosine kinase	KIT	CHEMBL1421	Stem cell growth factor receptor inhibitor	INHIBITOR
16	Regorafenib-resistant KIT mutants	R-HSA-9669929	ENSG00000157404	KIT proto-oncogene, receptor tyrosine kinase	KIT	CHEMBL1421	Stem cell growth factor receptor inhibitor	INHIBITOR
17	TFAP2 (AP-2) family regulates transcription of growth factors and their receptors	R-HSA-8866910	ENSG00000157404	KIT proto-oncogene, receptor tyrosine kinase	KIT	CHEMBL1421	Stem cell growth factor receptor inhibitor	INHIBITOR
18	PIP3 activates AKT signaling	R-HSA-1257604	ENSG00000157404	KIT proto-oncogene, receptor tyrosine kinase	KIT	CHEMBL1421	Stem cell growth factor receptor inhibitor	INHIBITOR
0	G alpha (i) signalling events	R-HSA-418594	ENSG00000162009	somatostatin receptor 5	SSTR5	CHEMBL1680	Somatostatin receptor agonist	AGONIST
1	Peptide ligand-binding receptors	R-HSA-375276	ENSG00000162009	somatostatin receptor 5	SSTR5	CHEMBL1680	Somatostatin receptor agonist	AGONIST
0	G alpha (i) signalling events	R-HSA-418594	ENSG00000180616	somatostatin receptor 2	SSTR2	CHEMBL1680	Somatostatin receptor agonist	AGONIST
1	Peptide ligand-binding receptors	R-HSA-375276	ENSG00000180616	somatostatin receptor 2	SSTR2	CHEMBL1680	Somatostatin receptor agonist	AGONIST
0	G alpha (i) signalling events	R-HSA-418594	ENSG00000132671	somatostatin receptor 4	SSTR4	CHEMBL1680	Somatostatin receptor agonist	AGONIST
1	Peptide ligand-binding receptors	R-HSA-375276	ENSG00000132671	somatostatin receptor 4	SSTR4	CHEMBL1680	Somatostatin receptor agonist	AGONIST
0	G alpha (i) signalling events	R-HSA-418594	ENSG00000139874	somatostatin receptor 1	SSTR1	CHEMBL1680	Somatostatin receptor agonist	AGONIST
1	Peptide ligand-binding receptors	R-HSA-375276	ENSG00000139874	somatostatin receptor 1	SSTR1	CHEMBL1680	Somatostatin receptor agonist	AGONIST
0	G alpha (i) signalling events	R-HSA-418594	ENSG00000278195	somatostatin receptor 3	SSTR3	CHEMBL1680	Somatostatin receptor agonist	AGONIST
1	BBSome-mediated cargo-targeting to cilium	R-HSA-5620922	ENSG00000278195	somatostatin receptor 3	SSTR3	CHEMBL1680	Somatostatin receptor agonist	AGONIST
2	Peptide ligand-binding receptors	R-HSA-375276	ENSG00000278195	somatostatin receptor 3	SSTR3	CHEMBL1680	Somatostatin receptor agonist	AGONIST
0	G alpha (i) signalling events	R-HSA-418594	ENSG00000162009	somatostatin receptor 5	SSTR5	CHEMBL1680	Somatostatin receptor agonist	AGONIST
1	Peptide ligand-binding receptors	R-HSA-375276	ENSG00000162009	somatostatin receptor 5	SSTR5	CHEMBL1680	Somatostatin receptor agonist	AGONIST
0	G alpha (i) signalling events	R-HSA-418594	ENSG00000180616	somatostatin receptor 2	SSTR2	CHEMBL1680	Somatostatin receptor agonist	AGONIST
1	Peptide ligand-binding receptors	R-HSA-375276	ENSG00000180616	somatostatin receptor 2	SSTR2	CHEMBL1680	Somatostatin receptor agonist	AGONIST
0	G alpha (i) signalling events	R-HSA-418594	ENSG00000132671	somatostatin receptor 4	SSTR4	CHEMBL1680	Somatostatin receptor agonist	AGONIST
1	Peptide ligand-binding receptors	R-HSA-375276	ENSG00000132671	somatostatin receptor 4	SSTR4	CHEMBL1680	Somatostatin receptor agonist	AGONIST
0	G alpha (i) signalling events	R-HSA-418594	ENSG00000139874	somatostatin receptor 1	SSTR1	CHEMBL1680	Somatostatin receptor agonist	AGONIST
1	Peptide ligand-binding receptors	R-HSA-375276	ENSG00000139874	somatostatin receptor 1	SSTR1	CHEMBL1680	Somatostatin receptor agonist	AGONIST
0	G alpha (i) signalling events	R-HSA-418594	ENSG00000278195	somatostatin receptor 3	SSTR3	CHEMBL1680	Somatostatin receptor agonist	AGONIST
1	BBSome-mediated cargo-targeting to cilium	R-HSA-5620922	ENSG00000278195	somatostatin receptor 3	SSTR3	CHEMBL1680	Somatostatin receptor agonist	AGONIST
2	Peptide ligand-binding receptors	R-HSA-375276	ENSG00000278195	somatostatin receptor 3	SSTR3	CHEMBL1680	Somatostatin receptor agonist	AGONIST
0	PI5P, PP2A and IER3 Regulate PI3K/AKT Signaling	R-HSA-6811558	ENSG00000113721	platelet derived growth factor receptor beta	PDGFRB	CHEMBL502835	Platelet-derived growth factor receptor inhibitor	INHIBITOR
1	Constitutive Signaling by Aberrant PI3K in Cancer	R-HSA-2219530	ENSG00000113721	platelet derived growth factor receptor beta	PDGFRB	CHEMBL502835	Platelet-derived growth factor receptor inhibitor	INHIBITOR
2	Signaling by PDGF	R-HSA-186797	ENSG00000113721	platelet derived growth factor receptor beta	PDGFRB	CHEMBL502835	Platelet-derived growth factor receptor inhibitor	INHIBITOR
3	PIP3 activates AKT signaling	R-HSA-1257604	ENSG00000113721	platelet derived growth factor receptor beta	PDGFRB	CHEMBL502835	Platelet-derived growth factor receptor inhibitor	INHIBITOR
4	RAF/MAP kinase cascade	R-HSA-5673001	ENSG00000113721	platelet derived growth factor receptor beta	PDGFRB	CHEMBL502835	Platelet-derived growth factor receptor inhibitor	INHIBITOR
5	Downstream signal transduction	R-HSA-186763	ENSG00000113721	platelet derived growth factor receptor beta	PDGFRB	CHEMBL502835	Platelet-derived growth factor receptor inhibitor	INHIBITOR
0	PI5P, PP2A and IER3 Regulate PI3K/AKT Signaling	R-HSA-6811558	ENSG00000134853	platelet derived growth factor receptor alpha	PDGFRA	CHEMBL502835	Platelet-derived growth factor receptor inhibitor	INHIBITOR
1	Sunitinib-resistant PDGFR mutants	R-HSA-9674401	ENSG00000134853	platelet derived growth factor receptor alpha	PDGFRA	CHEMBL502835	Platelet-derived growth factor receptor inhibitor	INHIBITOR
2	Constitutive Signaling by Aberrant PI3K in Cancer	R-HSA-2219530	ENSG00000134853	platelet derived growth factor receptor alpha	PDGFRA	CHEMBL502835	Platelet-derived growth factor receptor inhibitor	INHIBITOR
3	Imatinib-resistant PDGFR mutants	R-HSA-9674396	ENSG00000134853	platelet derived growth factor receptor alpha	PDGFRA	CHEMBL502835	Platelet-derived growth factor receptor inhibitor	INHIBITOR
4	Signaling by PDGF	R-HSA-186797	ENSG00000134853	platelet derived growth factor receptor alpha	PDGFRA	CHEMBL502835	Platelet-derived growth factor receptor inhibitor	INHIBITOR
5	RAF/MAP kinase cascade	R-HSA-5673001	ENSG00000134853	platelet derived growth factor receptor alpha	PDGFRA	CHEMBL502835	Platelet-derived growth factor receptor inhibitor	INHIBITOR
6	PIP3 activates AKT signaling	R-HSA-1257604	ENSG00000134853	platelet derived growth factor receptor alpha	PDGFRA	CHEMBL502835	Platelet-derived growth factor receptor inhibitor	INHIBITOR
7	Downstream signal transduction	R-HSA-186763	ENSG00000134853	platelet derived growth factor receptor alpha	PDGFRA	CHEMBL502835	Platelet-derived growth factor receptor inhibitor	INHIBITOR
8	Regorafenib-resistant PDGFR mutants	R-HSA-9674403	ENSG00000134853	platelet derived growth factor receptor alpha	PDGFRA	CHEMBL502835	Platelet-derived growth factor receptor inhibitor	INHIBITOR
9	Sorafenib-resistant PDGFR mutants	R-HSA-9674404	ENSG00000134853	platelet derived growth factor receptor alpha	PDGFRA	CHEMBL502835	Platelet-derived growth factor receptor inhibitor	INHIBITOR
10	Signaling by PDGFRA extracellular domain mutants	R-HSA-9673770	ENSG00000134853	platelet derived growth factor receptor alpha	PDGFRA	CHEMBL502835	Platelet-derived growth factor receptor inhibitor	INHIBITOR
11	Signaling by PDGFRA transmembrane, juxtamembrane and kinase domain mutants	R-HSA-9673767	ENSG00000134853	platelet derived growth factor receptor alpha	PDGFRA	CHEMBL502835	Platelet-derived growth factor receptor inhibitor	INHIBITOR
12	PDGFR mutants bind TKIs	R-HSA-9674428	ENSG00000134853	platelet derived growth factor receptor alpha	PDGFRA	CHEMBL502835	Platelet-derived growth factor receptor inhibitor	INHIBITOR
0	G alpha (i) signalling events	R-HSA-418594	ENSG00000162009	somatostatin receptor 5	SSTR5	CHEMBL1680	Somatostatin receptor agonist	AGONIST
1	Peptide ligand-binding receptors	R-HSA-375276	ENSG00000162009	somatostatin receptor 5	SSTR5	CHEMBL1680	Somatostatin receptor agonist	AGONIST
0	G alpha (i) signalling events	R-HSA-418594	ENSG00000180616	somatostatin receptor 2	SSTR2	CHEMBL1680	Somatostatin receptor agonist	AGONIST
1	Peptide ligand-binding receptors	R-HSA-375276	ENSG00000180616	somatostatin receptor 2	SSTR2	CHEMBL1680	Somatostatin receptor agonist	AGONIST
0	G alpha (i) signalling events	R-HSA-418594	ENSG00000132671	somatostatin receptor 4	SSTR4	CHEMBL1680	Somatostatin receptor agonist	AGONIST
1	Peptide ligand-binding receptors	R-HSA-375276	ENSG00000132671	somatostatin receptor 4	SSTR4	CHEMBL1680	Somatostatin receptor agonist	AGONIST
0	G alpha (i) signalling events	R-HSA-418594	ENSG00000139874	somatostatin receptor 1	SSTR1	CHEMBL1680	Somatostatin receptor agonist	AGONIST
1	Peptide ligand-binding receptors	R-HSA-375276	ENSG00000139874	somatostatin receptor 1	SSTR1	CHEMBL1680	Somatostatin receptor agonist	AGONIST
0	G alpha (i) signalling events	R-HSA-418594	ENSG00000278195	somatostatin receptor 3	SSTR3	CHEMBL1680	Somatostatin receptor agonist	AGONIST
1	BBSome-mediated cargo-targeting to cilium	R-HSA-5620922	ENSG00000278195	somatostatin receptor 3	SSTR3	CHEMBL1680	Somatostatin receptor agonist	AGONIST
2	Peptide ligand-binding receptors	R-HSA-375276	ENSG00000278195	somatostatin receptor 3	SSTR3	CHEMBL1680	Somatostatin receptor agonist	AGONIST
0	PI5P, PP2A and IER3 Regulate PI3K/AKT Signaling	R-HSA-6811558	ENSG00000113721	platelet derived growth factor receptor beta	PDGFRB	CHEMBL502835	Platelet-derived growth factor receptor inhibitor	INHIBITOR
1	Constitutive Signaling by Aberrant PI3K in Cancer	R-HSA-2219530	ENSG00000113721	platelet derived growth factor receptor beta	PDGFRB	CHEMBL502835	Platelet-derived growth factor receptor inhibitor	INHIBITOR
2	Signaling by PDGF	R-HSA-186797	ENSG00000113721	platelet derived growth factor receptor beta	PDGFRB	CHEMBL502835	Platelet-derived growth factor receptor inhibitor	INHIBITOR
3	PIP3 activates AKT signaling	R-HSA-1257604	ENSG00000113721	platelet derived growth factor receptor beta	PDGFRB	CHEMBL502835	Platelet-derived growth factor receptor inhibitor	INHIBITOR
4	RAF/MAP kinase cascade	R-HSA-5673001	ENSG00000113721	platelet derived growth factor receptor beta	PDGFRB	CHEMBL502835	Platelet-derived growth factor receptor inhibitor	INHIBITOR
5	Downstream signal transduction	R-HSA-186763	ENSG00000113721	platelet derived growth factor receptor beta	PDGFRB	CHEMBL502835	Platelet-derived growth factor receptor inhibitor	INHIBITOR
0	PI5P, PP2A and IER3 Regulate PI3K/AKT Signaling	R-HSA-6811558	ENSG00000134853	platelet derived growth factor receptor alpha	PDGFRA	CHEMBL502835	Platelet-derived growth factor receptor inhibitor	INHIBITOR
1	Sunitinib-resistant PDGFR mutants	R-HSA-9674401	ENSG00000134853	platelet derived growth factor receptor alpha	PDGFRA	CHEMBL502835	Platelet-derived growth factor receptor inhibitor	INHIBITOR
2	Constitutive Signaling by Aberrant PI3K in Cancer	R-HSA-2219530	ENSG00000134853	platelet derived growth factor receptor alpha	PDGFRA	CHEMBL502835	Platelet-derived growth factor receptor inhibitor	INHIBITOR
3	Imatinib-resistant PDGFR mutants	R-HSA-9674396	ENSG00000134853	platelet derived growth factor receptor alpha	PDGFRA	CHEMBL502835	Platelet-derived growth factor receptor inhibitor	INHIBITOR
4	Signaling by PDGF	R-HSA-186797	ENSG00000134853	platelet derived growth factor receptor alpha	PDGFRA	CHEMBL502835	Platelet-derived growth factor receptor inhibitor	INHIBITOR
5	RAF/MAP kinase cascade	R-HSA-5673001	ENSG00000134853	platelet derived growth factor receptor alpha	PDGFRA	CHEMBL502835	Platelet-derived growth factor receptor inhibitor	INHIBITOR
6	PIP3 activates AKT signaling	R-HSA-1257604	ENSG00000134853	platelet derived growth factor receptor alpha	PDGFRA	CHEMBL502835	Platelet-derived growth factor receptor inhibitor	INHIBITOR
7	Downstream signal transduction	R-HSA-186763	ENSG00000134853	platelet derived growth factor receptor alpha	PDGFRA	CHEMBL502835	Platelet-derived growth factor receptor inhibitor	INHIBITOR
8	Regorafenib-resistant PDGFR mutants	R-HSA-9674403	ENSG00000134853	platelet derived growth factor receptor alpha	PDGFRA	CHEMBL502835	Platelet-derived growth factor receptor inhibitor	INHIBITOR
9	Sorafenib-resistant PDGFR mutants	R-HSA-9674404	ENSG00000134853	platelet derived growth factor receptor alpha	PDGFRA	CHEMBL502835	Platelet-derived growth factor receptor inhibitor	INHIBITOR
10	Signaling by PDGFRA extracellular domain mutants	R-HSA-9673770	ENSG00000134853	platelet derived growth factor receptor alpha	PDGFRA	CHEMBL502835	Platelet-derived growth factor receptor inhibitor	INHIBITOR
11	Signaling by PDGFRA transmembrane, juxtamembrane and kinase domain mutants	R-HSA-9673767	ENSG00000134853	platelet derived growth factor receptor alpha	PDGFRA	CHEMBL502835	Platelet-derived growth factor receptor inhibitor	INHIBITOR
12	PDGFR mutants bind TKIs	R-HSA-9674428	ENSG00000134853	platelet derived growth factor receptor alpha	PDGFRA	CHEMBL502835	Platelet-derived growth factor receptor inhibitor	INHIBITOR
0	G alpha (i) signalling events	R-HSA-418594	ENSG00000162009	somatostatin receptor 5	SSTR5	CHEMBL1680	Somatostatin receptor agonist	AGONIST
1	Peptide ligand-binding receptors	R-HSA-375276	ENSG00000162009	somatostatin receptor 5	SSTR5	CHEMBL1680	Somatostatin receptor agonist	AGONIST
0	G alpha (i) signalling events	R-HSA-418594	ENSG00000180616	somatostatin receptor 2	SSTR2	CHEMBL1680	Somatostatin receptor agonist	AGONIST
1	Peptide ligand-binding receptors	R-HSA-375276	ENSG00000180616	somatostatin receptor 2	SSTR2	CHEMBL1680	Somatostatin receptor agonist	AGONIST
0	G alpha (i) signalling events	R-HSA-418594	ENSG00000132671	somatostatin receptor 4	SSTR4	CHEMBL1680	Somatostatin receptor agonist	AGONIST
1	Peptide ligand-binding receptors	R-HSA-375276	ENSG00000132671	somatostatin receptor 4	SSTR4	CHEMBL1680	Somatostatin receptor agonist	AGONIST
0	G alpha (i) signalling events	R-HSA-418594	ENSG00000139874	somatostatin receptor 1	SSTR1	CHEMBL1680	Somatostatin receptor agonist	AGONIST
1	Peptide ligand-binding receptors	R-HSA-375276	ENSG00000139874	somatostatin receptor 1	SSTR1	CHEMBL1680	Somatostatin receptor agonist	AGONIST
0	G alpha (i) signalling events	R-HSA-418594	ENSG00000278195	somatostatin receptor 3	SSTR3	CHEMBL1680	Somatostatin receptor agonist	AGONIST
1	BBSome-mediated cargo-targeting to cilium	R-HSA-5620922	ENSG00000278195	somatostatin receptor 3	SSTR3	CHEMBL1680	Somatostatin receptor agonist	AGONIST
2	Peptide ligand-binding receptors	R-HSA-375276	ENSG00000278195	somatostatin receptor 3	SSTR3	CHEMBL1680	Somatostatin receptor agonist	AGONIST
0	PI5P, PP2A and IER3 Regulate PI3K/AKT Signaling	R-HSA-6811558	ENSG00000113721	platelet derived growth factor receptor beta	PDGFRB	CHEMBL502835	Platelet-derived growth factor receptor inhibitor	INHIBITOR
1	Constitutive Signaling by Aberrant PI3K in Cancer	R-HSA-2219530	ENSG00000113721	platelet derived growth factor receptor beta	PDGFRB	CHEMBL502835	Platelet-derived growth factor receptor inhibitor	INHIBITOR
2	Signaling by PDGF	R-HSA-186797	ENSG00000113721	platelet derived growth factor receptor beta	PDGFRB	CHEMBL502835	Platelet-derived growth factor receptor inhibitor	INHIBITOR
3	PIP3 activates AKT signaling	R-HSA-1257604	ENSG00000113721	platelet derived growth factor receptor beta	PDGFRB	CHEMBL502835	Platelet-derived growth factor receptor inhibitor	INHIBITOR
4	RAF/MAP kinase cascade	R-HSA-5673001	ENSG00000113721	platelet derived growth factor receptor beta	PDGFRB	CHEMBL502835	Platelet-derived growth factor receptor inhibitor	INHIBITOR
5	Downstream signal transduction	R-HSA-186763	ENSG00000113721	platelet derived growth factor receptor beta	PDGFRB	CHEMBL502835	Platelet-derived growth factor receptor inhibitor	INHIBITOR
0	PI5P, PP2A and IER3 Regulate PI3K/AKT Signaling	R-HSA-6811558	ENSG00000134853	platelet derived growth factor receptor alpha	PDGFRA	CHEMBL502835	Platelet-derived growth factor receptor inhibitor	INHIBITOR
1	Sunitinib-resistant PDGFR mutants	R-HSA-9674401	ENSG00000134853	platelet derived growth factor receptor alpha	PDGFRA	CHEMBL502835	Platelet-derived growth factor receptor inhibitor	INHIBITOR
2	Constitutive Signaling by Aberrant PI3K in Cancer	R-HSA-2219530	ENSG00000134853	platelet derived growth factor receptor alpha	PDGFRA	CHEMBL502835	Platelet-derived growth factor receptor inhibitor	INHIBITOR
3	Imatinib-resistant PDGFR mutants	R-HSA-9674396	ENSG00000134853	platelet derived growth factor receptor alpha	PDGFRA	CHEMBL502835	Platelet-derived growth factor receptor inhibitor	INHIBITOR
4	Signaling by PDGF	R-HSA-186797	ENSG00000134853	platelet derived growth factor receptor alpha	PDGFRA	CHEMBL502835	Platelet-derived growth factor receptor inhibitor	INHIBITOR
5	RAF/MAP kinase cascade	R-HSA-5673001	ENSG00000134853	platelet derived growth factor receptor alpha	PDGFRA	CHEMBL502835	Platelet-derived growth factor receptor inhibitor	INHIBITOR
6	PIP3 activates AKT signaling	R-HSA-1257604	ENSG00000134853	platelet derived growth factor receptor alpha	PDGFRA	CHEMBL502835	Platelet-derived growth factor receptor inhibitor	INHIBITOR
7	Downstream signal transduction	R-HSA-186763	ENSG00000134853	platelet derived growth factor receptor alpha	PDGFRA	CHEMBL502835	Platelet-derived growth factor receptor inhibitor	INHIBITOR
8	Regorafenib-resistant PDGFR mutants	R-HSA-9674403	ENSG00000134853	platelet derived growth factor receptor alpha	PDGFRA	CHEMBL502835	Platelet-derived growth factor receptor inhibitor	INHIBITOR
9	Sorafenib-resistant PDGFR mutants	R-HSA-9674404	ENSG00000134853	platelet derived growth factor receptor alpha	PDGFRA	CHEMBL502835	Platelet-derived growth factor receptor inhibitor	INHIBITOR
10	Signaling by PDGFRA extracellular domain mutants	R-HSA-9673770	ENSG00000134853	platelet derived growth factor receptor alpha	PDGFRA	CHEMBL502835	Platelet-derived growth factor receptor inhibitor	INHIBITOR
11	Signaling by PDGFRA transmembrane, juxtamembrane and kinase domain mutants	R-HSA-9673767	ENSG00000134853	platelet derived growth factor receptor alpha	PDGFRA	CHEMBL502835	Platelet-derived growth factor receptor inhibitor	INHIBITOR
12	PDGFR mutants bind TKIs	R-HSA-9674428	ENSG00000134853	platelet derived growth factor receptor alpha	PDGFRA	CHEMBL502835	Platelet-derived growth factor receptor inhibitor	INHIBITOR
0	Ub-specific processing proteases	R-HSA-5689880	ENSG00000169252	adrenoceptor beta 2	ADRB2	CHEMBL434394	Beta-2 adrenergic receptor antagonist	ANTAGONIST
1	G alpha (s) signalling events	R-HSA-418555	ENSG00000169252	adrenoceptor beta 2	ADRB2	CHEMBL434394	Beta-2 adrenergic receptor antagonist	ANTAGONIST
2	Adrenoceptors	R-HSA-390696	ENSG00000169252	adrenoceptor beta 2	ADRB2	CHEMBL434394	Beta-2 adrenergic receptor antagonist	ANTAGONIST
3	Cargo recognition for clathrin-mediated endocytosis	R-HSA-8856825	ENSG00000169252	adrenoceptor beta 2	ADRB2	CHEMBL434394	Beta-2 adrenergic receptor antagonist	ANTAGONIST
4	Clathrin-mediated endocytosis	R-HSA-8856828	ENSG00000169252	adrenoceptor beta 2	ADRB2	CHEMBL434394	Beta-2 adrenergic receptor antagonist	ANTAGONIST
0	RHOJ GTPase cycle	R-HSA-9013409	ENSG00000145675	phosphoinositide-3-kinase regulatory subunit 1	PIK3R1	CHEMBL1236962	PI3-kinase class I inhibitor	INHIBITOR
1	PI5P, PP2A and IER3 Regulate PI3K/AKT Signaling	R-HSA-6811558	ENSG00000145675	phosphoinositide-3-kinase regulatory subunit 1	PIK3R1	CHEMBL1236962	PI3-kinase class I inhibitor	INHIBITOR
2	GPVI-mediated activation cascade	R-HSA-114604	ENSG00000145675	phosphoinositide-3-kinase regulatory subunit 1	PIK3R1	CHEMBL1236962	PI3-kinase class I inhibitor	INHIBITOR
3	Interleukin-7 signaling	R-HSA-1266695	ENSG00000145675	phosphoinositide-3-kinase regulatory subunit 1	PIK3R1	CHEMBL1236962	PI3-kinase class I inhibitor	INHIBITOR
4	VEGFA-VEGFR2 Pathway	R-HSA-4420097	ENSG00000145675	phosphoinositide-3-kinase regulatory subunit 1	PIK3R1	CHEMBL1236962	PI3-kinase class I inhibitor	INHIBITOR
5	MET activates PI3K/AKT signaling	R-HSA-8851907	ENSG00000145675	phosphoinositide-3-kinase regulatory subunit 1	PIK3R1	CHEMBL1236962	PI3-kinase class I inhibitor	INHIBITOR
6	Signaling by ALK fusions and activated point mutants	R-HSA-9725370	ENSG00000145675	phosphoinositide-3-kinase regulatory subunit 1	PIK3R1	CHEMBL1236962	PI3-kinase class I inhibitor	INHIBITOR
7	Signaling by phosphorylated juxtamembrane, extracellular and kinase domain KIT mutants	R-HSA-9670439	ENSG00000145675	phosphoinositide-3-kinase regulatory subunit 1	PIK3R1	CHEMBL1236962	PI3-kinase class I inhibitor	INHIBITOR
8	RHOV GTPase cycle	R-HSA-9013424	ENSG00000145675	phosphoinositide-3-kinase regulatory subunit 1	PIK3R1	CHEMBL1236962	PI3-kinase class I inhibitor	INHIBITOR
9	RAF/MAP kinase cascade	R-HSA-5673001	ENSG00000145675	phosphoinositide-3-kinase regulatory subunit 1	PIK3R1	CHEMBL1236962	PI3-kinase class I inhibitor	INHIBITOR
10	Signaling by FGFR4 in disease	R-HSA-5655291	ENSG00000145675	phosphoinositide-3-kinase regulatory subunit 1	PIK3R1	CHEMBL1236962	PI3-kinase class I inhibitor	INHIBITOR
11	Signaling by FGFR2 in disease	R-HSA-5655253	ENSG00000145675	phosphoinositide-3-kinase regulatory subunit 1	PIK3R1	CHEMBL1236962	PI3-kinase class I inhibitor	INHIBITOR
12	Signaling by ALK	R-HSA-201556	ENSG00000145675	phosphoinositide-3-kinase regulatory subunit 1	PIK3R1	CHEMBL1236962	PI3-kinase class I inhibitor	INHIBITOR
13	GAB1 signalosome	R-HSA-180292	ENSG00000145675	phosphoinositide-3-kinase regulatory subunit 1	PIK3R1	CHEMBL1236962	PI3-kinase class I inhibitor	INHIBITOR
14	Signaling by FGFR3 in disease	R-HSA-5655332	ENSG00000145675	phosphoinositide-3-kinase regulatory subunit 1	PIK3R1	CHEMBL1236962	PI3-kinase class I inhibitor	INHIBITOR
15	RHOB GTPase cycle	R-HSA-9013026	ENSG00000145675	phosphoinositide-3-kinase regulatory subunit 1	PIK3R1	CHEMBL1236962	PI3-kinase class I inhibitor	INHIBITOR
16	RHOA GTPase cycle	R-HSA-8980692	ENSG00000145675	phosphoinositide-3-kinase regulatory subunit 1	PIK3R1	CHEMBL1236962	PI3-kinase class I inhibitor	INHIBITOR
17	Signaling by ERBB2 KD Mutants	R-HSA-9664565	ENSG00000145675	phosphoinositide-3-kinase regulatory subunit 1	PIK3R1	CHEMBL1236962	PI3-kinase class I inhibitor	INHIBITOR
18	PI3K events in ERBB4 signaling	R-HSA-1250342	ENSG00000145675	phosphoinositide-3-kinase regulatory subunit 1	PIK3R1	CHEMBL1236962	PI3-kinase class I inhibitor	INHIBITOR
19	G alpha (q) signalling events	R-HSA-416476	ENSG00000145675	phosphoinositide-3-kinase regulatory subunit 1	PIK3R1	CHEMBL1236962	PI3-kinase class I inhibitor	INHIBITOR
20	DAP12 signaling	R-HSA-2424491	ENSG00000145675	phosphoinositide-3-kinase regulatory subunit 1	PIK3R1	CHEMBL1236962	PI3-kinase class I inhibitor	INHIBITOR
21	PIP3 activates AKT signaling	R-HSA-1257604	ENSG00000145675	phosphoinositide-3-kinase regulatory subunit 1	PIK3R1	CHEMBL1236962	PI3-kinase class I inhibitor	INHIBITOR
22	Antigen activates B Cell Receptor (BCR) leading to generation of second messengers	R-HSA-983695	ENSG00000145675	phosphoinositide-3-kinase regulatory subunit 1	PIK3R1	CHEMBL1236962	PI3-kinase class I inhibitor	INHIBITOR
23	Role of LAT2/NTAL/LAB on calcium mobilization	R-HSA-2730905	ENSG00000145675	phosphoinositide-3-kinase regulatory subunit 1	PIK3R1	CHEMBL1236962	PI3-kinase class I inhibitor	INHIBITOR
24	Signaling by PDGFRA transmembrane, juxtamembrane and kinase domain mutants	R-HSA-9673767	ENSG00000145675	phosphoinositide-3-kinase regulatory subunit 1	PIK3R1	CHEMBL1236962	PI3-kinase class I inhibitor	INHIBITOR
25	RET signaling	R-HSA-8853659	ENSG00000145675	phosphoinositide-3-kinase regulatory subunit 1	PIK3R1	CHEMBL1236962	PI3-kinase class I inhibitor	INHIBITOR
26	PI3K events in ERBB2 signaling	R-HSA-1963642	ENSG00000145675	phosphoinositide-3-kinase regulatory subunit 1	PIK3R1	CHEMBL1236962	PI3-kinase class I inhibitor	INHIBITOR
27	Role of phospholipids in phagocytosis	R-HSA-2029485	ENSG00000145675	phosphoinositide-3-kinase regulatory subunit 1	PIK3R1	CHEMBL1236962	PI3-kinase class I inhibitor	INHIBITOR
28	PI-3K cascade:FGFR2	R-HSA-5654695	ENSG00000145675	phosphoinositide-3-kinase regulatory subunit 1	PIK3R1	CHEMBL1236962	PI3-kinase class I inhibitor	INHIBITOR
29	Synthesis of PIPs at the plasma membrane	R-HSA-1660499	ENSG00000145675	phosphoinositide-3-kinase regulatory subunit 1	PIK3R1	CHEMBL1236962	PI3-kinase class I inhibitor	INHIBITOR
30	IRS-mediated signalling	R-HSA-112399	ENSG00000145675	phosphoinositide-3-kinase regulatory subunit 1	PIK3R1	CHEMBL1236962	PI3-kinase class I inhibitor	INHIBITOR
31	Regulation of signaling by CBL	R-HSA-912631	ENSG00000145675	phosphoinositide-3-kinase regulatory subunit 1	PIK3R1	CHEMBL1236962	PI3-kinase class I inhibitor	INHIBITOR
32	Signaling by FLT3 fusion proteins	R-HSA-9703465	ENSG00000145675	phosphoinositide-3-kinase regulatory subunit 1	PIK3R1	CHEMBL1236962	PI3-kinase class I inhibitor	INHIBITOR
33	RHOF GTPase cycle	R-HSA-9035034	ENSG00000145675	phosphoinositide-3-kinase regulatory subunit 1	PIK3R1	CHEMBL1236962	PI3-kinase class I inhibitor	INHIBITOR
34	Signaling by PDGFRA extracellular domain mutants	R-HSA-9673770	ENSG00000145675	phosphoinositide-3-kinase regulatory subunit 1	PIK3R1	CHEMBL1236962	PI3-kinase class I inhibitor	INHIBITOR
35	RHOG GTPase cycle	R-HSA-9013408	ENSG00000145675	phosphoinositide-3-kinase regulatory subunit 1	PIK3R1	CHEMBL1236962	PI3-kinase class I inhibitor	INHIBITOR
36	Downstream TCR signaling	R-HSA-202424	ENSG00000145675	phosphoinositide-3-kinase regulatory subunit 1	PIK3R1	CHEMBL1236962	PI3-kinase class I inhibitor	INHIBITOR
